,text,intent
808,summarize this image .,make_notes
809,I want to create notes from this image,make_notes
810,hey extract notes for me,make_notes
811,could you generate summary using OCR,make_notes
812,make notes now,make_notes
813,get notes from image from this image,make_notes
814,hey generate summary using OCR,make_notes
815,please get notes from image ASAP,make_notes
816,can I extract notes now,make_notes
817,I'd like to create notes for me,make_notes
818,generate notes automatically,make_notes
819,will you convert image to notes from this,make_notes
820,please create notes from scanned image,make_notes
821,I want to make notes quickly,make_notes
822,I'd like to extract notes now,make_notes
823,hey create notes from photo,make_notes
824,will you summarize this for me,make_notes
825,I'd like to create notes ASAP,make_notes
826,can I summarize this .,make_notes
827,would you kindly make notes ASAP,make_notes
828,can u make a summary from this,make_notes
829,will you get notes from image automatically,make_notes
830,hey create notes from picture,make_notes
831,I want to generate summary .,make_notes
832,I'd like to generate notes from this image,make_notes
833,can you create notes automatically,make_notes
834,I want to summarize this image ASAP,make_notes
835,will you create notes,make_notes
836,will you convert image to notes,make_notes
837,I want to generate notes from this image,make_notes
838,can u convert image to notes automatically,make_notes
839,would you kindly extract notes from this,make_notes
840,can you generate summary from this image,make_notes
841,please summarize this image .,make_notes
842,please generate summary now,make_notes
843,can u get notes from image for me,make_notes
844,can u create notes from picture,make_notes
845,I want to generate summary for me,make_notes
846,hey generate summary automatically,make_notes
847,please summarize this image from scanned image,make_notes
848,hey extract notes for me,make_notes
849,generate notes from this image,make_notes
850,can you summarize this image automatically,make_notes
851,could you extract notes from this image,make_notes
852,summarize this from photo,make_notes
853,I want to summarize this image now,make_notes
854,generate summary from this image,make_notes
855,can u summarize this image,make_notes
856,please summarize this image for me,make_notes
857,make notes automatically,make_notes
858,can u create notes .,make_notes
859,can u get notes from image from this,make_notes
860,please make a summary from this,make_notes
861,make notes for me,make_notes
862,generate summary .,make_notes
863,can u generate notes from this,make_notes
864,could you make notes from picture,make_notes
865,could you create notes,make_notes
866,please get notes from image quickly,make_notes
867,I want to create notes,make_notes
868,could you summarize this image from photo,make_notes
869,would you kindly summarize this from this image,make_notes
870,can u summarize this image from this,make_notes
871,I want to generate summary using OCR,make_notes
872,will you convert image to notes,make_notes
873,would you kindly generate summary from picture,make_notes
874,can you generate summary from scanned image,make_notes
875,please generate notes using OCR,make_notes
876,can u generate notes,make_notes
877,will you summarize this image using OCR,make_notes
878,would you kindly summarize this image from picture,make_notes
879,I want to create notes for me,make_notes
880,would you kindly summarize this automatically,make_notes
881,can I generate summary using OCR,make_notes
882,please generate notes,make_notes
883,will you make a summary,make_notes
884,can u convert image to notes from this image,make_notes
885,I want to create notes,make_notes
886,can I create notes automatically,make_notes
887,could you make notes from this image,make_notes
888,generate summary from scanned image,make_notes
889,I'd like to extract notes now,make_notes
890,please generate summary quickly,make_notes
891,I'd like to summarize this image from this image,make_notes
892,could you make notes from scanned image,make_notes
893,can u make notes from this image,make_notes
894,can you convert image to notes from this image,make_notes
895,can you make a summary for me,make_notes
896,generate notes from this,make_notes
897,would you kindly summarize this from photo,make_notes
898,can I generate notes,make_notes
899,summarize this from this,make_notes
900,can u summarize this image from scanned image,make_notes
901,I want to extract notes automatically,make_notes
902,could you create notes,make_notes
903,can you generate summary from picture,make_notes
904,I'd like to create notes now,make_notes
905,can u generate summary from picture,make_notes
906,can u get notes from image from scanned image,make_notes
907,can you generate summary,make_notes
908,can u get notes from image from picture,make_notes
909,can u summarize this image ASAP,make_notes
910,make notes using OCR,make_notes
911,please summarize this from this image,make_notes
912,can I summarize this image from this,make_notes
913,generate summary .,make_notes
914,can u summarize this from photo,make_notes
915,would you kindly make a summary from scanned image,make_notes
916,will you summarize this from scanned image,make_notes
917,can you create notes from picture,make_notes
918,I'd like to summarize this from this,make_notes
919,can you make a summary from picture,make_notes
920,I want to generate notes now,make_notes
921,would you kindly generate notes from picture,make_notes
922,I want to get notes from image from scanned image,make_notes
923,would you kindly convert image to notes now,make_notes
924,hey extract notes now,make_notes
925,can you make a summary from this,make_notes
926,get notes from image from this image,make_notes
927,I'd like to make notes from this,make_notes
928,I'd like to generate notes using OCR,make_notes
929,could you summarize this using OCR,make_notes
930,hey generate notes automatically,make_notes
931,I want to generate notes from picture,make_notes
932,hey generate notes .,make_notes
933,can you summarize this,make_notes
934,hey generate summary ASAP,make_notes
935,can I make a summary ASAP,make_notes
936,would you kindly make notes from this,make_notes
937,can you summarize this image from scanned image,make_notes
938,would you kindly extract notes .,make_notes
939,can I convert image to notes .,make_notes
940,can u summarize this image automatically,make_notes
941,please make a summary using OCR,make_notes
942,please get notes from image quickly,make_notes
943,can u extract notes for me,make_notes
944,can u extract notes from this image,make_notes
945,would you kindly generate summary automatically,make_notes
946,would you kindly generate notes from picture,make_notes
947,summarize this from picture,make_notes
948,will you convert image to notes quickly,make_notes
949,could you generate summary automatically,make_notes
950,can u summarize this image ASAP,make_notes
951,generate notes .,make_notes
952,can you make a summary from this image,make_notes
953,please generate summary for me,make_notes
954,would you kindly make a summary using OCR,make_notes
955,would you kindly generate summary,make_notes
956,will you create notes now,make_notes
957,could you summarize this from photo,make_notes
958,can u make notes ASAP,make_notes
959,hey create notes ASAP,make_notes
960,hey make notes .,make_notes
961,would you kindly make a summary using OCR,make_notes
962,can u make a summary,make_notes
963,can u make notes .,make_notes
964,could you generate notes from photo,make_notes
965,can I summarize this from picture,make_notes
966,I want to summarize this image using OCR,make_notes
967,please summarize this using OCR,make_notes
968,can u get notes from image quickly,make_notes
969,I want to make a summary from this,make_notes
970,please make notes from photo,make_notes
971,could you create notes quickly,make_notes
972,could you summarize this image from this,make_notes
973,can you create notes from picture,make_notes
974,extract notes,make_notes
975,I'd like to make notes from scanned image,make_notes
976,make notes from photo,make_notes
977,hey convert image to notes automatically,make_notes
978,can I generate summary for me,make_notes
979,hey make notes .,make_notes
980,hey get notes from image from this image,make_notes
981,would you kindly generate summary ASAP,make_notes
982,convert image to notes ASAP,make_notes
983,hey generate summary,make_notes
984,could you generate notes from scanned image,make_notes
985,could you convert image to notes from this,make_notes
986,hey generate notes from picture,make_notes
987,please make notes for me,make_notes
988,hey generate notes ASAP,make_notes
989,hey get notes from image from photo,make_notes
990,I'd like to convert image to notes ASAP,make_notes
991,I'd like to create notes automatically,make_notes
992,could you summarize this automatically,make_notes
993,I'd like to make a summary using OCR,make_notes
994,will you generate notes,make_notes
995,will you summarize this for me,make_notes
996,would you kindly generate summary from picture,make_notes
997,would you kindly summarize this image,make_notes
998,can u convert image to notes from picture,make_notes
999,can you make a summary from photo,make_notes
1000,can I convert image to notes quickly,make_notes
1001,can u make a summary from picture,make_notes
1002,please extract notes from photo,make_notes
1003,I want to generate summary from this,make_notes
1004,I want to make a summary quickly,make_notes
1005,would you kindly convert image to notes ASAP,make_notes
1006,can you create notes now,make_notes
1007,please make a summary from picture,make_notes
1008,would you kindly extract notes automatically,make_notes
1009,will you extract notes,make_notes
1010,hey generate summary from photo,make_notes
1011,would you kindly summarize this image from picture,make_notes
1012,please get notes from image,make_notes
1013,can u make notes using OCR,make_notes
1014,will you summarize this from this,make_notes
1015,will you summarize this ASAP,make_notes
1016,could you summarize this ASAP,make_notes
1017,generate notes using OCR,make_notes
1018,I'd like to make notes for me,make_notes
1019,please get notes from image,make_notes
1020,I'd like to extract notes,make_notes
1021,can I summarize this from photo,make_notes
1022,can u generate summary from picture,make_notes
1023,can u generate notes from this,make_notes
1024,would you kindly extract notes from scanned image,make_notes
1025,can I generate notes from scanned image,make_notes
1026,I'd like to convert image to notes from this,make_notes
1027,will you get notes from image from scanned image,make_notes
1028,will you generate summary from this,make_notes
1029,can I make a summary from this,make_notes
1030,could you make a summary now,make_notes
1031,I'd like to summarize this from this,make_notes
1032,hey make a summary quickly,make_notes
1033,would you kindly make a summary quickly,make_notes
1034,I'd like to generate summary,make_notes
1035,will you summarize this now,make_notes
1036,can u make a summary quickly,make_notes
1037,I want to summarize this from this,make_notes
1038,please make a summary for me,make_notes
1039,hey convert image to notes from this image,make_notes
1040,please make a summary from this image,make_notes
1041,could you summarize this .,make_notes
1042,I'd like to generate notes using OCR,make_notes
1043,would you kindly get notes from image from scanned image,make_notes
1044,can I get notes from image quickly,make_notes
1045,summarize this now,make_notes
1046,will you generate summary from photo,make_notes
1047,can you summarize this for me,make_notes
1048,can you make notes quickly,make_notes
1049,can u generate summary,make_notes
1050,I want to make a summary from this image,make_notes
1051,would you kindly make notes quickly,make_notes
1052,please summarize this ASAP,make_notes
1053,would you kindly generate summary for me,make_notes
1054,can you generate summary now,make_notes
1055,I want to generate notes ASAP,make_notes
1056,could you extract notes automatically,make_notes
1057,can I summarize this,make_notes
1058,could you extract notes using OCR,make_notes
1059,will you convert image to notes quickly,make_notes
1060,get notes from image from scanned image,make_notes
1061,I'd like to get notes from image from picture,make_notes
1062,can I get notes from image for me,make_notes
1063,I'd like to generate notes ASAP,make_notes
1064,can u convert image to notes now,make_notes
1065,summarize this from this,make_notes
1066,can u generate notes for me,make_notes
1067,could you make notes for me,make_notes
1068,I want to extract notes from photo,make_notes
1069,will you summarize this quickly,make_notes
1070,can I extract notes ASAP,make_notes
1071,could you convert image to notes now,make_notes
1072,please summarize this for me,make_notes
1073,hey extract notes from this image,make_notes
1074,I want to convert image to notes from this image,make_notes
1075,I want to generate summary,make_notes
1076,hey generate summary from scanned image,make_notes
1077,hey summarize this image from photo,make_notes
1078,would you kindly make notes,make_notes
1079,could you extract notes from scanned image,make_notes
1080,would you kindly summarize this image from picture,make_notes
1081,please convert image to notes from photo,make_notes
1082,I'd like to generate notes from this,make_notes
1083,hey summarize this,make_notes
1084,I want to summarize this .,make_notes
1085,I want to summarize this image ASAP,make_notes
1086,I want to generate notes .,make_notes
1087,I'd like to summarize this image for me,make_notes
1088,could you generate notes .,make_notes
1089,can you make a summary from scanned image,make_notes
1090,please make a summary from this,make_notes
1091,I want to generate notes now,make_notes
1092,can I make notes from scanned image,make_notes
1093,I'd like to summarize this image now,make_notes
1094,will you get notes from image,make_notes
1095,make a summary automatically,make_notes
1096,hey create notes for me,make_notes
1097,please create notes ASAP,make_notes
1098,can you make a summary automatically,make_notes
1099,I want to make notes from photo,make_notes
1100,will you extract notes from this,make_notes
