,Unnamed: 0,text,intent
657,657,i just want the summary line,voice_summary
658,658,outline the content in a few words,voice_summary
659,659,give the core message of this voice clip,voice_summary
660,660,provide key notes from this recording,voice_summary
661,661,tell me what to take away from the message,voice_summary
662,662,give me the final idea from the audio,voice_summary
663,663,tell me the condensed message here,voice_summary
664,664,help me get the speakers point across quickly,voice_summary
665,665,give a summarized version of this recording,voice_summary
666,666,can you shorten this to just the essentials,voice_summary
667,667,what was the talk mostly about,voice_summary
668,668,distill the content into a short takeaway,voice_summary
669,669,highlight only the important words,voice_summary
670,670,briefly explain the voice message,voice_summary
671,671,extract just the insights from the voice,voice_summary
672,672,whats the key message from the talk,voice_summary
673,673,give me a quick breakdown of the voice,voice_summary
674,674,explain the meaning behind this recording,voice_summary
675,675,summarize this without any fluff,voice_summary
676,676,tell me what matters most in this audio,voice_summary
677,677,condense this voice file to the main point,voice_summary
678,678,whats the key line from this clip,voice_summary
679,679,tell me what the speaker is focusing on,voice_summary
680,680,i want just the key sentences from this voice note,voice_summary
681,681,give a focused summary of this voice clip,voice_summary
682,682,write a mini summary of this voice,voice_summary
683,683,what takeaway does this audio give,voice_summary
684,684,give the essence in two lines,voice_summary
685,685,what should i remember from this voice,voice_summary
686,686,just sum it up quickly,voice_summary
687,687,provide the final idea in this audio,voice_summary
688,688,break it down to a short explanation,voice_summary
689,689,whats being conveyed in short,voice_summary
690,690,give the punchline of the voice,voice_summary
691,691,summarize the purpose of this recording,voice_summary
692,692,point out the key highlights,voice_summary
693,693,can you summarize the message intent,voice_summary
694,694,write what this message tries to tell us,voice_summary
695,695,whats the summarized point here,voice_summary
696,696,give me just the core theme,voice_summary
697,697,what is this speaker emphasizing,voice_summary
698,698,explain what the speaker is aiming to say,voice_summary
699,699,give a tiny summary of this clip,voice_summary
700,700,just the conclusion will do,voice_summary
701,701,can you get me the idea fast,voice_summary
702,702,tell me the speakers message in summary,voice_summary
703,703,just summarize the voice very shortly,voice_summary
704,704,highlight the intent of this message,voice_summary
705,705,distill the recording into key ideas,voice_summary
706,706,break this talk down into one thought,voice_summary
707,707,tell me what this recording revolves around,voice_summary
708,708,sum up the voice in a nutshell,voice_summary
709,709,can you express the clips idea in a line,voice_summary
710,710,extract only the relevant message,voice_summary
711,711,summarize what was explained,voice_summary
712,712,give a oneliner explaining this voice,voice_summary
713,713,tell me what to understand here quickly,voice_summary
714,714,can you put this voice message into a nutshell,voice_summary
715,715,give me a tldr of the audio,voice_summary
716,716,summarize this voice like a news headline,voice_summary
717,717,whats the most important line from this voice,voice_summary
718,718,voice note summary please,voice_summary
719,719,i need a quick idea of this voice message,voice_summary
720,720,can you turn this into a single line insight,voice_summary
721,721,what would be the abstract of this audio,voice_summary
722,722,give me the speakers point in a sentence,voice_summary
723,723,what does this message really mean,voice_summary
724,724,tell me what the speaker is implying,voice_summary
725,725,pull out the core from this audio file,voice_summary
726,726,quickly interpret the message for me,voice_summary
727,727,extract the heart of this voice message,voice_summary
728,728,i want to know what this is all about,voice_summary
729,729,give a condensed interpretation,voice_summary
730,730,in just one or two sentences what is this,voice_summary
731,731,whats the conclusion from this audio,voice_summary
732,732,tell me the wrapup of this voice note,voice_summary
733,733,simplify the message into a quick point,voice_summary
734,734,need a bitesized summary of the clip,voice_summary
735,735,give me the takeaway of this voice note,voice_summary
736,736,what can i learn from this voice message,voice_summary
737,737,translate this voice to a single thought,voice_summary
738,738,give me the voice summary like a caption,voice_summary
739,739,tell me the gist of the audio in 5 words,voice_summary
740,740,help me capture the voice message essence,voice_summary
741,741,can you shorten this voice logically,voice_summary
742,742,summarize this for my notes,voice_summary
743,743,turn this long message into a short quote,voice_summary
744,744,whats the bullet point version of this voice,voice_summary
745,745,convert the voice note to a tweetlength summary,voice_summary
746,746,what would be the heading of this message,voice_summary
747,747,turn this clip into a titlelike summary,voice_summary
748,748,give me the big idea in short form,voice_summary
749,749,how would you summarize this audio fast,voice_summary
750,750,extract the oneliner from this audio,voice_summary
751,751,tell me what stands out from this voice,voice_summary
752,752,what is the headline idea of the voice,voice_summary
753,753,make this voice brief for my memory,voice_summary
754,754,just the main insight please,voice_summary
755,755,wrap up the message in one statement,voice_summary
756,756,put the audio into a key sentence,voice_summary
757,757,compress this audio into a phrase,voice_summary
758,758,what should i grasp from this voice,voice_summary
759,759,tell me the speakers main agenda,voice_summary
760,760,compress the core of the voice,voice_summary
761,761,whats the loudest message in this clip,voice_summary
762,762,express this voice content in short,voice_summary
763,763,give me an overview sentence,voice_summary
764,764,voice message i just need the summary,voice_summary
765,765,sum it up to the punchline,voice_summary
766,766,whats the summary of the discussion,voice_summary
767,767,summarize the opinion from the audio,voice_summary
768,768,voice file need a recap,voice_summary
769,769,short recap for the audio please,voice_summary
770,770,what would the summary report say,voice_summary
771,771,turn this into a short summary block,voice_summary
772,772,how can i note this message briefly,voice_summary
773,773,oneline conclusion for the audio,voice_summary
774,774,singleline feedback from this voice note,voice_summary
775,775,distill the speech into a key idea,voice_summary
776,776,tell me the outcome in brief,voice_summary
777,777,whats the short interpretation,voice_summary
778,778,explain this message in a short bullet,voice_summary
779,779,extract key takeaway in one sentence,voice_summary
780,780,summarize the important aspects,voice_summary
781,781,share the one thing this voice teaches,voice_summary
782,782,highlight the meaningful part of the voice,voice_summary
783,783,give me a voice summary i can remember,voice_summary
784,784,help me get the quick point,voice_summary
785,785,summarize the context of the clip,voice_summary
786,786,give a mini breakdown of this voice,voice_summary
787,787,singlesentence version of the message,voice_summary
788,788,compact summary of the voice content,voice_summary
789,789,tell me the voice notes essence,voice_summary
790,790,give a very short recap please,voice_summary
791,791,turn this clip into a headline,voice_summary
792,792,summarize the clip as if for a friend,voice_summary
793,793,write the moral of the audio,voice_summary
794,794,conclude this voice with a summary,voice_summary
795,795,give the most relevant insight from the audio,voice_summary
796,796,write the audios key lesson,voice_summary
797,797,what key takeaway does the speaker leave us with,voice_summary
798,798,give a onesentence output from the voice,voice_summary
799,799,whats the essence in one line,voice_summary
800,800,break it down into a summary tweet,voice_summary
801,801,onesentence wrapup of this message,voice_summary
802,802,voice summary like a whatsapp status,voice_summary
803,803,whats the bitesized thought here,voice_summary
804,804,make this recording short and snappy,voice_summary
805,805,how would you summarize this message to a kid,voice_summary
806,806,can you write a key point from the audio,voice_summary
807,807,summarize in layman language,voice_summary
808,808,give a commonsense summary of the clip,voice_summary
809,809,can i get a quick voice message overview,voice_summary
810,810,briefly what does this voice message say,voice_summary
811,811,extract summary from this voice memo,voice_summary
812,812,tell me the summary of what they said,voice_summary
813,813,summarize whats being discussed in the voice note,voice_summary
814,814,summarize this voice file please,voice_summary
815,815,whats the short info from this voice note,voice_summary
816,816,give me a summary idea from this audio,voice_summary
817,817,voice message in summary form,voice_summary
818,818,tell me the short version of this voice note,voice_summary
819,819,highlight what the speaker said,voice_summary
820,820,wrap up this voice recording,voice_summary
821,821,voice message essence please,voice_summary
822,822,speakers point in short,voice_summary
823,823,can i get a 1line summary of this voice,voice_summary
824,824,break down this voice note to core ideas,voice_summary
825,825,voice message summary required,voice_summary
826,826,whats the core idea of this voice clip,voice_summary
827,827,give me a 23 line gist of the voice,voice_summary
828,828,summarize whats spoken here,voice_summary
829,829,voice note main idea,voice_summary
830,830,condensed form of the voice message,voice_summary
831,831,shorten the voice message to a readable format,voice_summary
832,832,extract highlights from this voice,voice_summary
833,833,quick idea of what this voice contains,voice_summary
834,834,capture key takeaways from this voice,voice_summary
835,835,can i get the tldr of this audio,voice_summary
836,836,bullet point summary from this voice,voice_summary
837,837,whats the speakers main message,voice_summary
838,838,create a short digest from the voice note,voice_summary
839,839,list the core content of this voice,voice_summary
840,840,help me get the important parts from this audio,voice_summary
841,841,provide a short review of the voice message,voice_summary
842,842,i need a brief of the audio file,voice_summary
843,843,what is this voice message about briefly,voice_summary
844,844,summarize the recording for me,voice_summary
845,845,short version of speakers message please,voice_summary
846,846,summarize the message recorded,voice_summary
847,847,voice summary required,voice_summary
848,848,can you shorten this voice file to a few words,voice_summary
849,849,convert voice file to short note,voice_summary
850,850,whats said in the voice file in brief,voice_summary
851,851,i want a brief summary of the voice chat,voice_summary
852,852,voice message gist in a few lines,voice_summary
853,853,whats this audio clip about,voice_summary
854,854,give a wrapup of this voice message,voice_summary
855,855,summarize the voice log,voice_summary
856,856,whats the essential message here,voice_summary
857,857,voice memo short description,voice_summary
858,858,outline what this speaker said,voice_summary
859,859,make this voice message readable as a summary,voice_summary
860,860,explain the voice note in short,voice_summary
861,861,compress this voice message info,voice_summary
862,862,distill the content of the voice clip,voice_summary
863,863,voice summary in under 50 words,voice_summary
864,864,tell me the essence of the recording,voice_summary
865,865,main idea spoken in voice clip,voice_summary
866,866,recap of the voice message,voice_summary
867,867,shortened version of speakers words,voice_summary
868,868,speakers summary needed,voice_summary
869,869,whats in this voice clip in short,voice_summary
870,870,summarize the communication in this audio,voice_summary
871,871,voice overview required,voice_summary
872,872,give me a breakdown of the voice,voice_summary
873,873,can you draft a short summary of this voice,voice_summary
874,874,speakers message condensed,voice_summary
875,875,short report from this voice note,voice_summary
876,876,voice idea in simple terms,voice_summary
877,877,gist of the audio file,voice_summary
878,878,voice content recap,voice_summary
879,879,short version of whats recorded here,voice_summary
880,880,give me the key info from this voice,voice_summary
881,881,voice transcript summary,voice_summary
882,882,abstract of voice message,voice_summary
883,883,voice note takeaway,voice_summary
884,884,summarize whats being talked about in the voice,voice_summary
885,885,short form of the voice dialogue,voice_summary
886,886,wrap up the points discussed in the voice,voice_summary
887,887,give me a 3point summary,voice_summary
888,888,summarize message into readable lines,voice_summary
889,889,need a precise version of voice content,voice_summary
890,890,short content of voice file,voice_summary
891,891,condensed speaker voice,voice_summary
892,892,extract voice summary automatically,voice_summary
893,893,voice speech in short,voice_summary
894,894,recap the voice,voice_summary
895,895,make the audio message short and crisp,voice_summary
896,896,audio clip gist,voice_summary
897,897,shorten this voice chat,voice_summary
898,898,what was said in this voice briefly,voice_summary
899,899,extract a concise explanation from the voice,voice_summary
900,900,voice file give me the quick summary,voice_summary
901,901,compress and summarize audio,voice_summary
902,902,speakers key insights in short form,voice_summary
